id,Country,Area,rank_2010,rank_2015,rank_2020,rank_2021,score_2010,score_2015,score_2020,score_2021,Year,HAQ Index (IHME (2017)),Code,Life expectancy
199,Croatia,Eastern Europe,42,45,43,40,64.4904378305,65.5695722739,67.0409797281,67.9590476582,1995,70.4,HRV,73.727
200,Croatia,Eastern Europe,42,45,43,40,64.4904378305,65.5695722739,67.0409797281,67.9590476582,2000,73.4,HRV,74.794
201,Croatia,Eastern Europe,42,45,43,40,64.4904378305,65.5695722739,67.0409797281,67.9590476582,2005,76.8,HRV,75.447
202,Croatia,Eastern Europe,42,45,43,40,64.4904378305,65.5695722739,67.0409797281,67.9590476582,2010,78.9,HRV,76.797
203,Croatia,Eastern Europe,42,45,43,40,64.4904378305,65.5695722739,67.0409797281,67.9590476582,2015,81.6,HRV,77.892
204,Cuba,Latin America and the Caribbean,87,99,100,102,53.6823932295,53.5668391433,54.0740723768,53.5660131673,1990,64.1,CUB,74.638
205,Cuba,Latin America and the Caribbean,87,99,100,102,53.6823932295,53.5668391433,54.0740723768,53.5660131673,1995,65.2,CUB,75.412
206,Cuba,Latin America and the Caribbean,87,99,100,102,53.6823932295,53.5668391433,54.0740723768,53.5660131673,2000,67.7,CUB,76.699
207,Cuba,Latin America and the Caribbean,87,99,100,102,53.6823932295,53.5668391433,54.0740723768,53.5660131673,2005,70.5,CUB,77.688
208,Cuba,Latin America and the Caribbean,87,99,100,102,53.6823932295,53.5668391433,54.0740723768,53.5660131673,2010,72.1,CUB,78.338
209,Cuba,Latin America and the Caribbean,87,99,100,102,53.6823932295,53.5668391433,54.0740723768,53.5660131673,2015,73.5,CUB,78.561
210,Cyprus,Western Europe,31,39,34,34,69.8482171138,67.8194139909,70.8067521143,70.8197313842,1990,72.0,CYP,76.554
211,Cyprus,Western Europe,31,39,34,34,69.8482171138,67.8194139909,70.8067521143,70.8197313842,1995,73.4,CYP,77.312
212,Cyprus,Western Europe,31,39,34,34,69.8482171138,67.8194139909,70.8067521143,70.8197313842,2000,76.4,CYP,78.009
213,Cyprus,Western Europe,31,39,34,34,69.8482171138,67.8194139909,70.8067521143,70.8197313842,2005,79.2,CYP,78.63
214,Cyprus,Western Europe,31,39,34,34,69.8482171138,67.8194139909,70.8067521143,70.8197313842,2010,82.6,CYP,79.43
215,Cyprus,Western Europe,31,39,34,34,69.8482171138,67.8194139909,70.8067521143,70.8197313842,2015,85.3,CYP,80.35
216,Czechia,Eastern Europe,29,29,29,27,71.4912995456,71.626423407,73.5696564071,74.5619158266,1990,68.3,CZE,71.89
217,Czechia,Eastern Europe,29,29,29,27,71.4912995456,71.626423407,73.5696564071,74.5619158266,1995,73.2,CZE,73.336
218,Czechia,Eastern Europe,29,29,29,27,71.4912995456,71.626423407,73.5696564071,74.5619158266,2000,77.1,CZE,74.899
219,Czechia,Eastern Europe,29,29,29,27,71.4912995456,71.626423407,73.5696564071,74.5619158266,2005,79.2,CZE,76.272
220,Czechia,Eastern Europe,29,29,29,27,71.4912995456,71.626423407,73.5696564071,74.5619158266,2010,81.8,CZE,77.61
221,Czechia,Eastern Europe,29,29,29,27,71.4912995456,71.626423407,73.5696564071,74.5619158266,2015,84.8,CZE,78.692
222,Democratic Republic of Congo,Sub-Saharan Africa,163,162,161,160,33.5974372316,34.3493829806,35.0422200769,35.1058358266,1990,35.6,COD,49.043
223,Democratic Republic of Congo,Sub-Saharan Africa,163,162,161,160,33.5974372316,34.3493829806,35.0422200769,35.1058358266,1995,36.1,COD,49.111
224,Democratic Republic of Congo,Sub-Saharan Africa,163,162,161,160,33.5974372316,34.3493829806,35.0422200769,35.1058358266,2000,36.2,COD,50.041
225,Democratic Republic of Congo,Sub-Saharan Africa,163,162,161,160,33.5974372316,34.3493829806,35.0422200769,35.1058358266,2005,38.1,COD,53.675
226,Democratic Republic of Congo,Sub-Saharan Africa,163,162,161,160,33.5974372316,34.3493829806,35.0422200769,35.1058358266,2010,39.3,COD,56.909
227,Democratic Republic of Congo,Sub-Saharan Africa,163,162,161,160,33.5974372316,34.3493829806,35.0422200769,35.1058358266,2015,40.4,COD,59.254
228,Denmark,Western Europe,2,4,1,1,82.7578693596,82.2767221874,84.2624398946,83.8574844812,1990,76.6,DNK,74.941
229,Denmark,Western Europe,2,4,1,1,82.7578693596,82.2767221874,84.2624398946,83.8574844812,1995,77.2,DNK,75.629
230,Denmark,Western Europe,2,4,1,1,82.7578693596,82.2767221874,84.2624398946,83.8574844812,2000,79.5,DNK,76.712
231,Denmark,Western Europe,2,4,1,1,82.7578693596,82.2767221874,84.2624398946,83.8574844812,2005,81.9,DNK,77.936
232,Denmark,Western Europe,2,4,1,1,82.7578693596,82.2767221874,84.2624398946,83.8574844812,2010,83.6,DNK,79.416
233,Denmark,Western Europe,2,4,1,1,82.7578693596,82.2767221874,84.2624398946,83.8574844812,2015,85.7,DNK,80.475
234,Djibouti,Sub-Saharan Africa,119,126,122,122,47.083047106,45.815804821,48.1217136008,48.1782057201,1990,38.9,DJI,56.678
235,Djibouti,Sub-Saharan Africa,119,126,122,122,47.083047106,45.815804821,48.1217136008,48.1782057201,1995,38.8,DJI,57.065
236,Djibouti,Sub-Saharan Africa,119,126,122,122,47.083047106,45.815804821,48.1217136008,48.1782057201,2000,39.4,DJI,57.022
237,Djibouti,Sub-Saharan Africa,119,126,122,122,47.083047106,45.815804821,48.1217136008,48.1782057201,2005,40.9,DJI,57.991
238,Djibouti,Sub-Saharan Africa,119,126,122,122,47.083047106,45.815804821,48.1217136008,48.1782057201,2010,43.2,DJI,60.062
239,Djibouti,Sub-Saharan Africa,119,126,122,122,47.083047106,45.815804821,48.1217136008,48.1782057201,2015,44.7,DJI,64.136
240,Dominican Republic,Latin America and the Caribbean,76,82,74,73,55.4415705497,56.401627845,58.5667992947,58.6989136403,1990,47.9,DOM,66.574
241,Dominican Republic,Latin America and the Caribbean,76,82,74,73,55.4415705497,56.401627845,58.5667992947,58.6989136403,1995,52.2,DOM,68.164
242,Dominican Republic,Latin America and the Caribbean,76,82,74,73,55.4415705497,56.401627845,58.5667992947,58.6989136403,2000,56.6,DOM,69.429
243,Dominican Republic,Latin America and the Caribbean,76,82,74,73,55.4415705497,56.401627845,58.5667992947,58.6989136403,2005,58.6,DOM,70.771
244,Dominican Republic,Latin America and the Caribbean,76,82,74,73,55.4415705497,56.401627845,58.5667992947,58.6989136403,2010,60.8,DOM,72.046
245,Dominican Republic,Latin America and the Caribbean,76,82,74,73,55.4415705497,56.401627845,58.5667992947,58.6989136403,2015,62.5,DOM,73.241
246,Ecuador,Latin America and the Caribbean,97,85,83,83,52.1684952628,55.7449038243,57.0612899516,56.8275314637,1990,45.4,ECU,68.899
247,Ecuador,Latin America and the Caribbean,97,85,83,83,52.1684952628,55.7449038243,57.0612899516,56.8275314637,1995,48.7,ECU,70.972
248,Ecuador,Latin America and the Caribbean,97,85,83,83,52.1684952628,55.7449038243,57.0612899516,56.8275314637,2000,53.5,ECU,72.761
249,Ecuador,Latin America and the Caribbean,97,85,83,83,52.1684952628,55.7449038243,57.0612899516,56.8275314637,2005,56.1,ECU,74.112
250,Ecuador,Latin America and the Caribbean,97,85,83,83,52.1684952628,55.7449038243,57.0612899516,56.8275314637,2010,58.6,ECU,75.089
251,Ecuador,Latin America and the Caribbean,97,85,83,83,52.1684952628,55.7449038243,57.0612899516,56.8275314637,2015,61.2,ECU,76.143
252,Egypt,Middle East and North Africa,114,128,120,121,47.9050109556,45.7358428675,48.4434072637,48.4394722847,1990,45.0,EGY,64.572
253,Egypt,Middle East and North Africa,114,128,120,121,47.9050109556,45.7358428675,48.4434072637,48.4394722847,1995,49.3,EGY,66.779
254,Egypt,Middle East and North Africa,114,128,120,121,47.9050109556,45.7358428675,48.4434072637,48.4394722847,2000,54.4,EGY,68.602
255,Egypt,Middle East and North Africa,114,128,120,121,47.9050109556,45.7358428675,48.4434072637,48.4394722847,2005,56.9,EGY,69.434
256,Egypt,Middle East and North Africa,114,128,120,121,47.9050109556,45.7358428675,48.4434072637,48.4394722847,2010,58.2,EGY,70.349
257,Egypt,Middle East and North Africa,114,128,120,121,47.9050109556,45.7358428675,48.4434072637,48.4394722847,2015,61.0,EGY,71.302
258,El Salvador,Latin America and the Caribbean,81,87,96,97,55.0104942885,55.4700473694,55.3465260823,54.9043143437,1990,44.3,SLV,64.0
259,El Salvador,Latin America and the Caribbean,81,87,96,97,55.0104942885,55.4700473694,55.3465260823,54.9043143437,1995,49.0,SLV,67.277
260,El Salvador,Latin America and the Caribbean,81,87,96,97,55.0104942885,55.4700473694,55.3465260823,54.9043143437,2000,55.3,SLV,68.875
261,El Salvador,Latin America and the Caribbean,81,87,96,97,55.0104942885,55.4700473694,55.3465260823,54.9043143437,2005,59.6,SLV,70.124
262,El Salvador,Latin America and the Caribbean,81,87,96,97,55.0104942885,55.4700473694,55.3465260823,54.9043143437,2010,62.2,SLV,71.21
263,El Salvador,Latin America and the Caribbean,81,87,96,97,55.0104942885,55.4700473694,55.3465260823,54.9043143437,2015,64.4,SLV,72.412
264,Equatorial Guinea,Sub-Saharan Africa,127,129,130,132,45.4161795902,45.4150189057,46.3462021983,46.2880926164,1990,26.1,GNQ,48.775
265,Equatorial Guinea,Sub-Saharan Africa,127,129,130,132,45.4161795902,45.4150189057,46.3462021983,46.2880926164,1995,27.5,GNQ,51.184
266,Equatorial Guinea,Sub-Saharan Africa,127,129,130,132,45.4161795902,45.4150189057,46.3462021983,46.2880926164,2000,35.4,GNQ,53.279
267,Equatorial Guinea,Sub-Saharan Africa,127,129,130,132,45.4161795902,45.4150189057,46.3462021983,46.2880926164,2005,42.9,GNQ,54.449
268,Equatorial Guinea,Sub-Saharan Africa,127,129,130,132,45.4161795902,45.4150189057,46.3462021983,46.2880926164,2010,45.6,GNQ,55.622
269,Equatorial Guinea,Sub-Saharan Africa,127,129,130,132,45.4161795902,45.4150189057,46.3462021983,46.2880926164,2015,48.4,GNQ,57.359
270,Eritrea,Sub-Saharan Africa,164,163,162,162,33.2660943619,33.6926760823,34.4129896446,34.6405213681,1990,28.9,ERI,49.588
271,Eritrea,Sub-Saharan Africa,164,163,162,162,33.2660943619,33.6926760823,34.4129896446,34.6405213681,1995,35.3,ERI,52.316
272,Eritrea,Sub-Saharan Africa,164,163,162,162,33.2660943619,33.6926760823,34.4129896446,34.6405213681,2000,38.0,ERI,55.273
273,Eritrea,Sub-Saharan Africa,164,163,162,162,33.2660943619,33.6926760823,34.4129896446,34.6405213681,2005,38.8,ERI,58.707
274,Eritrea,Sub-Saharan Africa,164,163,162,162,33.2660943619,33.6926760823,34.4129896446,34.6405213681,2010,37.8,ERI,62.193
275,Eritrea,Sub-Saharan Africa,164,163,162,162,33.2660943619,33.6926760823,34.4129896446,34.6405213681,2015,38.1,ERI,64.664
276,Estonia,Eastern Europe,23,23,19,17,73.3626118195,75.6923909096,77.6065988609,78.1290245721,1990,65.8,EST,69.402
277,Estonia,Eastern Europe,23,23,19,17,73.3626118195,75.6923909096,77.6065988609,78.1290245721,1995,62.5,EST,68.66
278,Estonia,Eastern Europe,23,23,19,17,73.3626118195,75.6923909096,77.6065988609,78.1290245721,2000,67.4,EST,70.409
279,Estonia,Eastern Europe,23,23,19,17,73.3626118195,75.6923909096,77.6065988609,78.1290245721,2005,71.4,EST,72.62
280,Estonia,Eastern Europe,23,23,19,17,73.3626118195,75.6923909096,77.6065988609,78.1290245721,2010,77.5,EST,75.311
281,Estonia,Eastern Europe,23,23,19,17,73.3626118195,75.6923909096,77.6065988609,78.1290245721,2015,81.4,EST,77.783
282,Eswatini,Sub-Saharan Africa,138,133,132,131,42.9780595466,44.7435597486,46.0105956728,46.3153100413,1990,41.5,SWZ,61.95
283,Eswatini,Sub-Saharan Africa,138,133,132,131,42.9780595466,44.7435597486,46.0105956728,46.3153100413,1995,45.7,SWZ,57.422
284,Eswatini,Sub-Saharan Africa,138,133,132,131,42.9780595466,44.7435597486,46.0105956728,46.3153100413,2000,40.7,SWZ,47.49
285,Eswatini,Sub-Saharan Africa,138,133,132,131,42.9780595466,44.7435597486,46.0105956728,46.3153100413,2005,35.1,SWZ,42.518
286,Eswatini,Sub-Saharan Africa,138,133,132,131,42.9780595466,44.7435597486,46.0105956728,46.3153100413,2010,37.8,SWZ,46.601
287,Eswatini,Sub-Saharan Africa,138,133,132,131,42.9780595466,44.7435597486,46.0105956728,46.3153100413,2015,41.9,SWZ,55.359
288,Ethiopia,Sub-Saharan Africa,151,154,147,145,39.1809594065,39.4309586444,42.4416371567,42.7555647536,1990,23.1,ETH,47.099
289,Ethiopia,Sub-Saharan Africa,151,154,147,145,39.1809594065,39.4309586444,42.4416371567,42.7555647536,1995,26.8,ETH,49.303
290,Ethiopia,Sub-Saharan Africa,151,154,147,145,39.1809594065,39.4309586444,42.4416371567,42.7555647536,2000,30.6,ETH,51.941
291,Ethiopia,Sub-Saharan Africa,151,154,147,145,39.1809594065,39.4309586444,42.4416371567,42.7555647536,2005,34.9,ETH,56.223
292,Ethiopia,Sub-Saharan Africa,151,154,147,145,39.1809594065,39.4309586444,42.4416371567,42.7555647536,2010,40.4,ETH,61.627
293,Ethiopia,Sub-Saharan Africa,151,154,147,145,39.1809594065,39.4309586444,42.4416371567,42.7555647536,2015,44.2,ETH,65.048
294,Finland,Western Europe,4,5,4,4,81.842328591,82.2350085137,82.9528007833,82.9573899121,1990,75.4,FIN,75.254
295,Finland,Western Europe,4,5,4,4,81.842328591,82.2350085137,82.9528007833,82.9573899121,1995,78.8,FIN,76.472
296,Finland,Western Europe,4,5,4,4,81.842328591,82.2350085137,82.9528007833,82.9573899121,2000,82.0,FIN,77.779
297,Finland,Western Europe,4,5,4,4,81.842328591,82.2350085137,82.9528007833,82.9573899121,2005,84.5,FIN,78.977
298,Finland,Western Europe,4,5,4,4,81.842328591,82.2350085137,82.9528007833,82.9573899121,2010,87.2,FIN,80.137
299,Finland,Western Europe,4,5,4,4,81.842328591,82.2350085137,82.9528007833,82.9573899121,2015,89.6,FIN,81.196
300,France,Western Europe,21,21,21,22,75.5885342867,76.2137201364,76.7288551108,76.3408035661,1990,74.3,FRA,76.757
301,France,Western Europe,21,21,21,22,75.5885342867,76.2137201364,76.7288551108,76.3408035661,1995,77.5,FRA,77.902
302,France,Western Europe,21,21,21,22,75.5885342867,76.2137201364,76.7288551108,76.3408035661,2000,80.3,FRA,79.008
303,France,Western Europe,21,21,21,22,75.5885342867,76.2137201364,76.7288551108,76.3408035661,2005,84.2,FRA,80.291
304,France,Western Europe,21,21,21,22,75.5885342867,76.2137201364,76.7288551108,76.3408035661,2010,85.7,FRA,81.508
305,France,Western Europe,21,21,21,22,75.5885342867,76.2137201364,76.7288551108,76.3408035661,2015,87.9,FRA,82.224
306,Gabon,Sub-Saharan Africa,118,115,124,125,47.2687330515,48.5881140858,47.5718708976,47.4958017894,1990,39.1,GAB,60.965
307,Gabon,Sub-Saharan Africa,118,115,124,125,47.2687330515,48.5881140858,47.5718708976,47.4958017894,1995,40.1,GAB,60.175
308,Gabon,Sub-Saharan Africa,118,115,124,125,47.2687330515,48.5881140858,47.5718708976,47.4958017894,2000,41.8,GAB,58.264
309,Gabon,Sub-Saharan Africa,118,115,124,125,47.2687330515,48.5881140858,47.5718708976,47.4958017894,2005,44.1,GAB,58.181
310,Gabon,Sub-Saharan Africa,118,115,124,125,47.2687330515,48.5881140858,47.5718708976,47.4958017894,2010,48.4,GAB,61.4
311,Gabon,Sub-Saharan Africa,118,115,124,125,47.2687330515,48.5881140858,47.5718708976,47.4958017894,2015,51.4,GAB,64.913
312,Georgia,Eastern Europe,65,58,55,53,57.0665351421,59.9619669601,62.0323270105,62.2839426263,1990,58.4,GEO,70.386
313,Georgia,Eastern Europe,65,58,55,53,57.0665351421,59.9619669601,62.0323270105,62.2839426263,1995,60.2,GEO,69.718
314,Georgia,Eastern Europe,65,58,55,53,57.0665351421,59.9619669601,62.0323270105,62.2839426263,2000,60.9,GEO,69.902
315,Georgia,Eastern Europe,65,58,55,53,57.0665351421,59.9619669601,62.0323270105,62.2839426263,2005,60.7,GEO,70.538
316,Georgia,Eastern Europe,65,58,55,53,57.0665351421,59.9619669601,62.0323270105,62.2839426263,2010,60.8,GEO,71.46
317,Georgia,Eastern Europe,65,58,55,53,57.0665351421,59.9619669601,62.0323270105,62.2839426263,2015,62.1,GEO,72.973
318,Germany,Western Europe,9,9,9,9,79.4704753149,80.0574467006,80.8780687345,80.5666280064,1990,73.1,DEU,75.488
319,Germany,Western Europe,9,9,9,9,79.4704753149,80.0574467006,80.8780687345,80.5666280064,1995,77.1,DEU,76.623
320,Germany,Western Europe,9,9,9,9,79.4704753149,80.0574467006,80.8780687345,80.5666280064,2000,80.6,DEU,77.982
321,Germany,Western Europe,9,9,9,9,79.4704753149,80.0574467006,80.8780687345,80.5666280064,2005,83.2,DEU,79.222
322,Germany,Western Europe,9,9,9,9,79.4704753149,80.0574467006,80.8780687345,80.5666280064,2010,84.9,DEU,80.124
323,Germany,Western Europe,9,9,9,9,79.4704753149,80.0574467006,80.8780687345,80.5666280064,2015,86.4,DEU,80.77
324,Ghana,Sub-Saharan Africa,95,101,101,99,52.3046853794,52.7710093018,53.7316427003,54.0282209651,1990,34.8,GHA,56.776
325,Ghana,Sub-Saharan Africa,95,101,101,99,52.3046853794,52.7710093018,53.7316427003,54.0282209651,1995,38.5,GHA,57.528
326,Ghana,Sub-Saharan Africa,95,101,101,99,52.3046853794,52.7710093018,53.7316427003,54.0282209651,2000,40.3,GHA,57.002
327,Ghana,Sub-Saharan Africa,95,101,101,99,52.3046853794,52.7710093018,53.7316427003,54.0282209651,2005,44.2,GHA,58.719
328,Ghana,Sub-Saharan Africa,95,101,101,99,52.3046853794,52.7710093018,53.7316427003,54.0282209651,2010,47.3,GHA,61.03
329,Ghana,Sub-Saharan Africa,95,101,101,99,52.3046853794,52.7710093018,53.7316427003,54.0282209651,2015,49.7,GHA,62.772
330,Greece,Western Europe,41,43,42,43,65.8719719563,65.805209855,67.4082351082,66.9708537713,1990,76.5,GRC,76.552
331,Greece,Western Europe,41,43,42,43,65.8719719563,65.805209855,67.4082351082,66.9708537713,1995,79.5,GRC,77.777
332,Greece,Western Europe,41,43,42,43,65.8719719563,65.805209855,67.4082351082,66.9708537713,2000,82.2,GRC,78.587
333,Greece,Western Europe,41,43,42,43,65.8719719563,65.805209855,67.4082351082,66.9708537713,2005,84.4,GRC,79.563
334,Greece,Western Europe,41,43,42,43,65.8719719563,65.805209855,67.4082351082,66.9708537713,2010,85.2,GRC,80.542
335,Greece,Western Europe,41,43,42,43,65.8719719563,65.805209855,67.4082351082,66.9708537713,2015,87.0,GRC,81.548
336,Guatemala,Latin America and the Caribbean,93,95,102,103,52.6474914205,53.9412702999,53.5154061884,53.3040326195,1990,40.1,GTM,62.261
337,Guatemala,Latin America and the Caribbean,93,95,102,103,52.6474914205,53.9412702999,53.5154061884,53.3040326195,1995,44.4,GTM,65.09
338,Guatemala,Latin America and the Caribbean,93,95,102,103,52.6474914205,53.9412702999,53.5154061884,53.3040326195,2000,48.7,GTM,67.849
339,Guatemala,Latin America and the Caribbean,93,95,102,103,52.6474914205,53.9412702999,53.5154061884,53.3040326195,2005,51.3,GTM,69.762
340,Guatemala,Latin America and the Caribbean,93,95,102,103,52.6474914205,53.9412702999,53.5154061884,53.3040326195,2010,53.2,GTM,71.481
341,Guatemala,Latin America and the Caribbean,93,95,102,103,52.6474914205,53.9412702999,53.5154061884,53.3040326195,2015,55.7,GTM,73.25
342,Guinea,Sub-Saharan Africa,156,150,141,140,38.3981378335,40.239250731,44.0370845748,43.9229905183,1990,32.6,GIN,49.987
343,Guinea,Sub-Saharan Africa,156,150,141,140,38.3981378335,40.239250731,44.0370845748,43.9229905183,1995,33.6,GIN,51.744
344,Guinea,Sub-Saharan Africa,156,150,141,140,38.3981378335,40.239250731,44.0370845748,43.9229905183,2000,34.0,GIN,51.203
345,Guinea,Sub-Saharan Africa,156,150,141,140,38.3981378335,40.239250731,44.0370845748,43.9229905183,2005,37.0,GIN,53.238
346,Guinea,Sub-Saharan Africa,156,150,141,140,38.3981378335,40.239250731,44.0370845748,43.9229905183,2010,37.6,GIN,56.861
347,Guinea,Sub-Saharan Africa,156,150,141,140,38.3981378335,40.239250731,44.0370845748,43.9229905183,2015,38.6,GIN,59.598
348,Guinea-Bissau,Sub-Saharan Africa,155,151,150,150,38.4686396884,40.1121126728,41.8136439384,41.7464812553,1990,32.7,GNB,47.095
349,Guinea-Bissau,Sub-Saharan Africa,155,151,150,150,38.4686396884,40.1121126728,41.8136439384,41.7464812553,1995,33.1,GNB,48.658
350,Guinea-Bissau,Sub-Saharan Africa,155,151,150,150,38.4686396884,40.1121126728,41.8136439384,41.7464812553,2000,33.6,GNB,50.368
351,Guinea-Bissau,Sub-Saharan Africa,155,151,150,150,38.4686396884,40.1121126728,41.8136439384,41.7464812553,2005,33.3,GNB,52.275
352,Guinea-Bissau,Sub-Saharan Africa,155,151,150,150,38.4686396884,40.1121126728,41.8136439384,41.7464812553,2010,35.1,GNB,54.628
353,Guinea-Bissau,Sub-Saharan Africa,155,151,150,150,38.4686396884,40.1121126728,41.8136439384,41.7464812553,2015,36.3,GNB,56.959
354,Guyana,Latin America and the Caribbean,92,90,94,94,52.7247999982,54.9971015813,55.4805457334,55.6749452009,1990,39.3,GUY,63.287
355,Guyana,Latin America and the Caribbean,92,90,94,94,52.7247999982,54.9971015813,55.4805457334,55.6749452009,1995,41.3,GUY,64.064
356,Guyana,Latin America and the Caribbean,92,90,94,94,52.7247999982,54.9971015813,55.4805457334,55.6749452009,2000,42.5,GUY,65.242
357,Guyana,Latin America and the Caribbean,92,90,94,94,52.7247999982,54.9971015813,55.4805457334,55.6749452009,2005,44.7,GUY,66.694
358,Guyana,Latin America and the Caribbean,92,90,94,94,52.7247999982,54.9971015813,55.4805457334,55.6749452009,2010,47.0,GUY,68.059
359,Guyana,Latin America and the Caribbean,92,90,94,94,52.7247999982,54.9971015813,55.4805457334,55.6749452009,2015,49.8,GUY,69.262
360,Haiti,Latin America and the Caribbean,150,155,155,155,39.4409241788,39.0285776781,39.8816897024,39.6464718444,1990,24.9,HTI,54.265
361,Haiti,Latin America and the Caribbean,150,155,155,155,39.4409241788,39.0285776781,39.8816897024,39.6464718444,1995,29.2,HTI,55.829
362,Haiti,Latin America and the Caribbean,150,155,155,155,39.4409241788,39.0285776781,39.8816897024,39.6464718444,2000,32.7,HTI,57.131
363,Haiti,Latin America and the Caribbean,150,155,155,155,39.4409241788,39.0285776781,39.8816897024,39.6464718444,2005,34.8,HTI,58.652
364,Haiti,Latin America and the Caribbean,150,155,155,155,39.4409241788,39.0285776781,39.8816897024,39.6464718444,2010,35.9,HTI,60.511
365,Haiti,Latin America and the Caribbean,150,155,155,155,39.4409241788,39.0285776781,39.8816897024,39.6464718444,2015,38.5,HTI,62.485
366,Honduras,Latin America and the Caribbean,104,107,110,111,50.3365030508,51.014002424,51.9998687106,51.7885042072,1990,42.3,HND,66.723
367,Honduras,Latin America and the Caribbean,104,107,110,111,50.3365030508,51.014002424,51.9998687106,51.7885042072,1995,45.7,HND,68.871
368,Honduras,Latin America and the Caribbean,104,107,110,111,50.3365030508,51.014002424,51.9998687106,51.7885042072,2000,47.6,HND,70.689
369,Honduras,Latin America and the Caribbean,104,107,110,111,50.3365030508,51.014002424,51.9998687106,51.7885042072,2005,49.5,HND,72.026
370,Honduras,Latin America and the Caribbean,104,107,110,111,50.3365030508,51.014002424,51.9998687106,51.7885042072,2010,51.8,HND,73.317
371,Honduras,Latin America and the Caribbean,104,107,110,111,50.3365030508,51.014002424,51.9998687106,51.7885042072,2015,53.9,HND,74.495
372,Hungary,Eastern Europe,37,42,46,44,67.3108372518,65.8941947353,66.3786752303,66.7228304499,1990,64.6,HUN,69.328
373,Hungary,Eastern Europe,37,42,46,44,67.3108372518,65.8941947353,66.3786752303,66.7228304499,1995,67.2,HUN,70.02
374,Hungary,Eastern Europe,37,42,46,44,67.3108372518,65.8941947353,66.3786752303,66.7228304499,2000,71.0,HUN,71.721
375,Hungary,Eastern Europe,37,42,46,44,67.3108372518,65.8941947353,66.3786752303,66.7228304499,2005,73.7,HUN,73.149
376,Hungary,Eastern Europe,37,42,46,44,67.3108372518,65.8941947353,66.3786752303,66.7228304499,2010,76.1,HUN,74.488
377,Hungary,Eastern Europe,37,42,46,44,67.3108372518,65.8941947353,66.3786752303,66.7228304499,2015,79.6,HUN,76.006
378,Iceland,Western Europe,11,13,10,10,78.8200108836,78.9373784003,80.6810379466,80.1196892802,1990,81.9,ISL,78.078
379,Iceland,Western Europe,11,13,10,10,78.8200108836,78.9373784003,80.6810379466,80.1196892802,1995,84.2,ISL,78.762
380,Iceland,Western Europe,11,13,10,10,78.8200108836,78.9373784003,80.6810379466,80.1196892802,2000,87.1,ISL,79.882
381,Iceland,Western Europe,11,13,10,10,78.8200108836,78.9373784003,80.6810379466,80.1196892802,2005,89.8,ISL,81.099
382,Iceland,Western Europe,11,13,10,10,78.8200108836,78.9373784003,80.6810379466,80.1196892802,2010,92.1,ISL,81.801
383,Iceland,Western Europe,11,13,10,10,78.8200108836,78.9373784003,80.6810379466,80.1196892802,2015,93.6,ISL,82.481
384,India,Asia-Pacific,110,111,103,101,48.9593228023,49.9155254936,53.3757667343,53.5679277127,1990,30.7,IND,57.865
385,India,Asia-Pacific,110,111,103,101,48.9593228023,49.9155254936,53.3757667343,53.5679277127,1995,33.1,IND,60.32
386,India,Asia-Pacific,110,111,103,101,48.9593228023,49.9155254936,53.3757667343,53.5679277127,2000,35.3,IND,62.505
387,India,Asia-Pacific,110,111,103,101,48.9593228023,49.9155254936,53.3757667343,53.5679277127,2005,38.2,IND,64.5
388,India,Asia-Pacific,110,111,103,101,48.9593228023,49.9155254936,53.3757667343,53.5679277127,2010,41.2,IND,66.693
389,India,Asia-Pacific,110,111,103,101,48.9593228023,49.9155254936,53.3757667343,53.5679277127,2015,44.8,IND,68.607
390,Indonesia,Asia-Pacific,71,66,61,62,55.8282720758,58.4235199696,60.9977329006,60.6109178235,1990,37.2,IDN,62.32
391,Indonesia,Asia-Pacific,71,66,61,62,55.8282720758,58.4235199696,60.9977329006,60.6109178235,1995,39.7,IDN,64.291
392,Indonesia,Asia-Pacific,71,66,61,62,55.8282720758,58.4235199696,60.9977329006,60.6109178235,2000,41.3,IDN,65.772
393,Indonesia,Asia-Pacific,71,66,61,62,55.8282720758,58.4235199696,60.9977329006,60.6109178235,2005,43.8,IDN,67.334
394,Indonesia,Asia-Pacific,71,66,61,62,55.8282720758,58.4235199696,60.9977329006,60.6109178235,2010,46.8,IDN,69.205
395,Indonesia,Asia-Pacific,71,66,61,62,55.8282720758,58.4235199696,60.9977329006,60.6109178235,2015,49.2,IDN,70.768
396,Iran,Middle East and North Africa,123,118,121,123,46.1612487292,47.2982303182,48.1553823904,48.049998426,1990,54.6,IRN,63.837
397,Iran,Middle East and North Africa,123,118,121,123,46.1612487292,47.2982303182,48.1553823904,48.049998426,1995,59.6,IRN,68.377
398,Iran,Middle East and North Africa,123,118,121,123,46.1612487292,47.2982303182,48.1553823904,48.049998426,2000,63.5,IRN,70.176
399,Iran,Middle East and North Africa,123,118,121,123,46.1612487292,47.2982303182,48.1553823904,48.049998426,2005,65.7,IRN,71.917
400,Iran,Middle East and North Africa,123,118,121,123,46.1612487292,47.2982303182,48.1553823904,48.049998426,2010,68.9,IRN,73.905
401,Iran,Middle East and North Africa,123,118,121,123,46.1612487292,47.2982303182,48.1553823904,48.049998426,2015,71.1,IRN,75.796
402,Iraq,Middle East and North Africa,142,136,137,141,41.7710179782,43.9504214421,44.5739199394,43.853244651,1990,51.1,IRQ,66.011
