id,Country,Area,rank_2010,rank_2015,rank_2020,rank_2021,score_2010,score_2015,score_2020,score_2021,Year,HAQ Index (IHME (2017)),Code,Life expectancy
403,Iraq,Middle East and North Africa,142,136,137,141,41.7710179782,43.9504214421,44.5739199394,43.853244651,1995,50.7,IRQ,68.446
404,Iraq,Middle East and North Africa,142,136,137,141,41.7710179782,43.9504214421,44.5739199394,43.853244651,2000,51.8,IRQ,69.082
405,Iraq,Middle East and North Africa,142,136,137,141,41.7710179782,43.9504214421,44.5739199394,43.853244651,2005,54.4,IRQ,68.266
406,Iraq,Middle East and North Africa,142,136,137,141,41.7710179782,43.9504214421,44.5739199394,43.853244651,2010,57.2,IRQ,68.567
407,Iraq,Middle East and North Africa,142,136,137,141,41.7710179782,43.9504214421,44.5739199394,43.853244651,2015,60.1,IRQ,69.929
408,Ireland,Western Europe,17,15,12,12,77.4088927809,78.7753459592,79.9961586593,79.6329277899,1990,75.6,IRL,74.809
409,Ireland,Western Europe,17,15,12,12,77.4088927809,78.7753459592,79.9961586593,79.6329277899,1995,78.4,IRL,75.642
410,Ireland,Western Europe,17,15,12,12,77.4088927809,78.7753459592,79.9961586593,79.6329277899,2000,79.6,IRL,76.852
411,Ireland,Western Europe,17,15,12,12,77.4088927809,78.7753459592,79.9961586593,79.6329277899,2005,83.5,IRL,78.822
412,Ireland,Western Europe,17,15,12,12,77.4088927809,78.7753459592,79.9961586593,79.6329277899,2010,86.0,IRL,80.182
413,Ireland,Western Europe,17,15,12,12,77.4088927809,78.7753459592,79.9961586593,79.6329277899,2015,88.4,IRL,81.344
414,Israel,Middle East and North Africa,32,33,30,32,68.497225817,69.2381310815,72.1362663411,71.948241432,1990,71.3,ISR,76.582
415,Israel,Middle East and North Africa,32,33,30,32,68.497225817,69.2381310815,72.1362663411,71.948241432,1995,74.3,ISR,77.758
416,Israel,Middle East and North Africa,32,33,30,32,68.497225817,69.2381310815,72.1362663411,71.948241432,2000,77.5,ISR,78.916
417,Israel,Middle East and North Africa,32,33,30,32,68.497225817,69.2381310815,72.1362663411,71.948241432,2005,80.3,ISR,80.269
418,Israel,Middle East and North Africa,32,33,30,32,68.497225817,69.2381310815,72.1362663411,71.948241432,2010,83.7,ISR,81.463
419,Israel,Middle East and North Africa,32,33,30,32,68.497225817,69.2381310815,72.1362663411,71.948241432,2015,85.5,ISR,82.34
420,Italy,Western Europe,30,31,31,31,70.5503585568,69.9274931345,72.1092650159,71.9965037872,1990,76.2,ITA,76.942
421,Italy,Western Europe,30,31,31,31,70.5503585568,69.9274931345,72.1092650159,71.9965037872,1995,79.1,ITA,78.107
422,Italy,Western Europe,30,31,31,31,70.5503585568,69.9274931345,72.1092650159,71.9965037872,2000,82.5,ITA,79.554
423,Italy,Western Europe,30,31,31,31,70.5503585568,69.9274931345,72.1092650159,71.9965037872,2005,85.5,ITA,80.951
424,Italy,Western Europe,30,31,31,31,70.5503585568,69.9274931345,72.1092650159,71.9965037872,2010,87.5,ITA,81.958
425,Italy,Western Europe,30,31,31,31,70.5503585568,69.9274931345,72.1092650159,71.9965037872,2015,88.7,ITA,82.828
426,Jamaica,Latin America and the Caribbean,63,65,67,65,57.6643174723,58.6501748676,60.1276573736,60.3536542941,1990,55.0,JAM,73.204
427,Jamaica,Latin America and the Caribbean,63,65,67,65,57.6643174723,58.6501748676,60.1276573736,60.3536542941,1995,58.0,JAM,74.133
428,Jamaica,Latin America and the Caribbean,63,65,67,65,57.6643174723,58.6501748676,60.1276573736,60.3536542941,2000,59.5,JAM,74.142
429,Jamaica,Latin America and the Caribbean,63,65,67,65,57.6643174723,58.6501748676,60.1276573736,60.3536542941,2005,62.2,JAM,74.148
430,Jamaica,Latin America and the Caribbean,63,65,67,65,57.6643174723,58.6501748676,60.1276573736,60.3536542941,2010,62.9,JAM,74.038
431,Jamaica,Latin America and the Caribbean,63,65,67,65,57.6643174723,58.6501748676,60.1276573736,60.3536542941,2015,63.7,JAM,74.098
432,Japan,Asia-Pacific,20,20,18,19,75.6252680966,76.6413668755,77.6374216966,77.7214575289,1990,78.3,JPN,79.004
433,Japan,Asia-Pacific,20,20,18,19,75.6252680966,76.6413668755,77.6374216966,77.7214575289,1995,80.7,JPN,79.935
434,Japan,Asia-Pacific,20,20,18,19,75.6252680966,76.6413668755,77.6374216966,77.7214575289,2000,82.9,JPN,81.171
435,Japan,Asia-Pacific,20,20,18,19,75.6252680966,76.6413668755,77.6374216966,77.7214575289,2005,85.6,JPN,82.27
436,Japan,Asia-Pacific,20,20,18,19,75.6252680966,76.6413668755,77.6374216966,77.7214575289,2010,87.8,JPN,82.971
437,Japan,Asia-Pacific,20,20,18,19,75.6252680966,76.6413668755,77.6374216966,77.7214575289,2015,89.0,JPN,83.879
438,Jordan,Middle East and North Africa,68,81,81,81,56.3226974351,56.4331980684,57.2987499282,57.2389574206,1990,59.1,JOR,69.872
439,Jordan,Middle East and North Africa,68,81,81,81,56.3226974351,56.4331980684,57.2987499282,57.2389574206,1995,62.0,JOR,70.885
440,Jordan,Middle East and North Africa,68,81,81,81,56.3226974351,56.4331980684,57.2987499282,57.2389574206,2000,65.0,JOR,71.73
441,Jordan,Middle East and North Africa,68,81,81,81,56.3226974351,56.4331980684,57.2987499282,57.2389574206,2005,68.4,JOR,72.595
442,Jordan,Middle East and North Africa,68,81,81,81,56.3226974351,56.4331980684,57.2987499282,57.2389574206,2010,74.3,JOR,73.428
443,Jordan,Middle East and North Africa,68,81,81,81,56.3226974351,56.4331980684,57.2987499282,57.2389574206,2015,76.5,JOR,74.078
444,Kazakhstan,Asia-Pacific,77,69,64,64,55.2404918509,57.4136425868,60.3505528172,60.4073167917,1990,55.1,KAZ,66.776
445,Kazakhstan,Asia-Pacific,77,69,64,64,55.2404918509,57.4136425868,60.3505528172,60.4073167917,1995,49.9,KAZ,63.937
446,Kazakhstan,Asia-Pacific,77,69,64,64,55.2404918509,57.4136425868,60.3505528172,60.4073167917,2000,51.3,KAZ,63.467
447,Kazakhstan,Asia-Pacific,77,69,64,64,55.2404918509,57.4136425868,60.3505528172,60.4073167917,2005,51.9,KAZ,65.211
448,Kazakhstan,Asia-Pacific,77,69,64,64,55.2404918509,57.4136425868,60.3505528172,60.4073167917,2010,57.9,KAZ,67.378
449,Kazakhstan,Asia-Pacific,77,69,64,64,55.2404918509,57.4136425868,60.3505528172,60.4073167917,2015,61.1,KAZ,71.319
450,Kenya,Sub-Saharan Africa,125,113,112,112,45.8816036004,49.325928875,51.3176585374,51.0939725945,1990,42.6,KEN,57.406
451,Kenya,Sub-Saharan Africa,125,113,112,112,45.8816036004,49.325928875,51.3176585374,51.0939725945,1995,42.3,KEN,53.486
452,Kenya,Sub-Saharan Africa,125,113,112,112,45.8816036004,49.325928875,51.3176585374,51.0939725945,2000,44.0,KEN,50.921
453,Kenya,Sub-Saharan Africa,125,113,112,112,45.8816036004,49.325928875,51.3176585374,51.0939725945,2005,46.4,KEN,54.732
454,Kenya,Sub-Saharan Africa,125,113,112,112,45.8816036004,49.325928875,51.3176585374,51.0939725945,2010,47.5,KEN,60.959
455,Kenya,Sub-Saharan Africa,125,113,112,112,45.8816036004,49.325928875,51.3176585374,51.0939725945,2015,48.7,KEN,64.798
456,Kuwait,Middle East and North Africa,52,55,60,58,61.5533113717,60.5893467939,61.1641740052,61.1526063762,1990,71.7,KWT,72.15
457,Kuwait,Middle East and North Africa,52,55,60,58,61.5533113717,60.5893467939,61.1641740052,61.1526063762,1995,71.4,KWT,72.764
458,Kuwait,Middle East and North Africa,52,55,60,58,61.5533113717,60.5893467939,61.1641740052,61.1526063762,2000,74.9,KWT,73.142
459,Kuwait,Middle East and North Africa,52,55,60,58,61.5533113717,60.5893467939,61.1641740052,61.1526063762,2005,75.7,KWT,73.538
460,Kuwait,Middle East and North Africa,52,55,60,58,61.5533113717,60.5893467939,61.1641740052,61.1526063762,2010,77.7,KWT,74.358
461,Kuwait,Middle East and North Africa,52,55,60,58,61.5533113717,60.5893467939,61.1641740052,61.1526063762,2015,82.0,KWT,75.13
462,Kyrgyzstan,Asia-Pacific,103,103,89,90,50.6954785232,52.6272852163,56.2451897134,56.1431257982,1990,52.5,KGZ,66.337
463,Kyrgyzstan,Asia-Pacific,103,103,89,90,50.6954785232,52.6272852163,56.2451897134,56.1431257982,1995,51.7,KGZ,66.036
464,Kyrgyzstan,Asia-Pacific,103,103,89,90,50.6954785232,52.6272852163,56.2451897134,56.1431257982,2000,52.4,KGZ,66.338
465,Kyrgyzstan,Asia-Pacific,103,103,89,90,50.6954785232,52.6272852163,56.2451897134,56.1431257982,2005,54.6,KGZ,67.046
466,Kyrgyzstan,Asia-Pacific,103,103,89,90,50.6954785232,52.6272852163,56.2451897134,56.1431257982,2010,57.7,KGZ,68.849
467,Kyrgyzstan,Asia-Pacific,103,103,89,90,50.6954785232,52.6272852163,56.2451897134,56.1431257982,2015,60.4,KGZ,70.876
468,Laos,Asia-Pacific,116,117,115,115,47.3068380572,48.3035541534,49.8551069574,50.1325352366,1990,23.8,LAO,53.364
469,Laos,Asia-Pacific,116,117,115,115,47.3068380572,48.3035541534,49.8551069574,50.1325352366,1995,25.7,LAO,55.851
470,Laos,Asia-Pacific,116,117,115,115,47.3068380572,48.3035541534,49.8551069574,50.1325352366,2000,28.7,LAO,58.803
471,Laos,Asia-Pacific,116,117,115,115,47.3068380572,48.3035541534,49.8551069574,50.1325352366,2005,33.6,LAO,61.625
472,Laos,Asia-Pacific,116,117,115,115,47.3068380572,48.3035541534,49.8551069574,50.1325352366,2010,39.6,LAO,64.306
473,Laos,Asia-Pacific,116,117,115,115,47.3068380572,48.3035541534,49.8551069574,50.1325352366,2015,44.9,LAO,66.546
474,Latvia,Eastern Europe,36,32,32,30,67.4127409614,69.69129338,71.622374288,72.1308482497,1990,65.7,LVA,69.053
475,Latvia,Eastern Europe,36,32,32,30,67.4127409614,69.69129338,71.622374288,72.1308482497,1995,62.4,LVA,67.828
476,Latvia,Eastern Europe,36,32,32,30,67.4127409614,69.69129338,71.622374288,72.1308482497,2000,68.7,LVA,69.726
477,Latvia,Eastern Europe,36,32,32,30,67.4127409614,69.69129338,71.622374288,72.1308482497,2005,70.7,LVA,71.114
478,Latvia,Eastern Europe,36,32,32,30,67.4127409614,69.69129338,71.622374288,72.1308482497,2010,74.4,LVA,72.838
479,Latvia,Eastern Europe,36,32,32,30,67.4127409614,69.69129338,71.622374288,72.1308482497,2015,77.7,LVA,74.733
480,Lebanon,Middle East and North Africa,89,97,104,109,53.5619222828,53.6778759543,53.3287763968,51.9279188294,1990,58.7,LBN,70.266
481,Lebanon,Middle East and North Africa,89,97,104,109,53.5619222828,53.6778759543,53.3287763968,51.9279188294,1995,63.4,LBN,72.125
482,Lebanon,Middle East and North Africa,89,97,104,109,53.5619222828,53.6778759543,53.3287763968,51.9279188294,2000,68.5,LBN,74.507
483,Lebanon,Middle East and North Africa,89,97,104,109,53.5619222828,53.6778759543,53.3287763968,51.9279188294,2005,73.1,LBN,76.865
484,Lebanon,Middle East and North Africa,89,97,104,109,53.5619222828,53.6778759543,53.3287763968,51.9279188294,2010,77.0,LBN,78.36
485,Lebanon,Middle East and North Africa,89,97,104,109,53.5619222828,53.6778759543,53.3287763968,51.9279188294,2015,80.0,LBN,78.768
486,Lesotho,Sub-Saharan Africa,133,135,135,135,43.7272932066,44.5603069874,44.7892522756,44.8015556205,1990,40.8,LSO,59.837
487,Lesotho,Sub-Saharan Africa,133,135,135,135,43.7272932066,44.5603069874,44.7892522756,44.8015556205,1995,41.8,LSO,55.782
488,Lesotho,Sub-Saharan Africa,133,135,135,135,43.7272932066,44.5603069874,44.7892522756,44.8015556205,2000,39.4,LSO,47.691
489,Lesotho,Sub-Saharan Africa,133,135,135,135,43.7272932066,44.5603069874,44.7892522756,44.8015556205,2005,33.2,LSO,42.658
490,Lesotho,Sub-Saharan Africa,133,135,135,135,43.7272932066,44.5603069874,44.7892522756,44.8015556205,2010,34.4,LSO,45.1
491,Lesotho,Sub-Saharan Africa,133,135,135,135,43.7272932066,44.5603069874,44.7892522756,44.8015556205,2015,35.7,LSO,51.038
492,Liberia,Sub-Saharan Africa,140,138,138,139,42.4744228027,43.4113770714,44.3082582278,44.1144961036,1990,34.7,LBR,46.046
493,Liberia,Sub-Saharan Africa,140,138,138,139,42.4744228027,43.4113770714,44.3082582278,44.1144961036,1995,37.1,LBR,48.314
494,Liberia,Sub-Saharan Africa,140,138,138,139,42.4744228027,43.4113770714,44.3082582278,44.1144961036,2000,39.5,LBR,51.734
495,Liberia,Sub-Saharan Africa,140,138,138,139,42.4744228027,43.4113770714,44.3082582278,44.1144961036,2005,41.7,LBR,55.393
496,Liberia,Sub-Saharan Africa,140,138,138,139,42.4744228027,43.4113770714,44.3082582278,44.1144961036,2010,43.2,LBR,59.6
497,Liberia,Sub-Saharan Africa,140,138,138,139,42.4744228027,43.4113770714,44.3082582278,44.1144961036,2015,45.4,LBR,62.269
498,Libya,Middle East and North Africa,126,142,152,154,45.8684074288,42.9009535933,41.2519312384,40.9008328866,1990,60.0,LBY,68.503
499,Libya,Middle East and North Africa,126,142,152,154,45.8684074288,42.9009535933,41.2519312384,40.9008328866,1995,63.7,LBY,69.965
500,Libya,Middle East and North Africa,126,142,152,154,45.8684074288,42.9009535933,41.2519312384,40.9008328866,2000,65.4,LBY,70.852
501,Libya,Middle East and North Africa,126,142,152,154,45.8684074288,42.9009535933,41.2519312384,40.9008328866,2005,67.1,LBY,71.902
502,Libya,Middle East and North Africa,126,142,152,154,45.8684074288,42.9009535933,41.2519312384,40.9008328866,2010,69.7,LBY,72.044
503,Libya,Middle East and North Africa,126,142,152,154,45.8684074288,42.9009535933,41.2519312384,40.9008328866,2015,69.9,LBY,72.121
504,Lithuania,Eastern Europe,40,38,33,33,66.0729182141,68.0269341191,70.8255004484,71.765905175,1990,67.0,LTU,70.682
505,Lithuania,Eastern Europe,40,38,33,33,66.0729182141,68.0269341191,70.8255004484,71.765905175,1995,64.2,LTU,69.768
506,Lithuania,Eastern Europe,40,38,33,33,66.0729182141,68.0269341191,70.8255004484,71.765905175,2000,69.6,LTU,70.967
507,Lithuania,Eastern Europe,40,38,33,33,66.0729182141,68.0269341191,70.8255004484,71.765905175,2005,70.2,LTU,71.692
508,Lithuania,Eastern Europe,40,38,33,33,66.0729182141,68.0269341191,70.8255004484,71.765905175,2010,73.6,LTU,72.826
509,Lithuania,Eastern Europe,40,38,33,33,66.0729182141,68.0269341191,70.8255004484,71.765905175,2015,76.6,LTU,74.923
510,Luxembourg,Western Europe,8,8,7,7,79.849197877,80.4074445925,81.3492167259,81.10137623,1990,74.5,LUX,75.159
511,Luxembourg,Western Europe,8,8,7,7,79.849197877,80.4074445925,81.3492167259,81.10137623,1995,78.8,LUX,76.373
512,Luxembourg,Western Europe,8,8,7,7,79.849197877,80.4074445925,81.3492167259,81.10137623,2000,82.2,LUX,77.652
513,Luxembourg,Western Europe,8,8,7,7,79.849197877,80.4074445925,81.3492167259,81.10137623,2005,84.9,LUX,78.888
514,Luxembourg,Western Europe,8,8,7,7,79.849197877,80.4074445925,81.3492167259,81.10137623,2010,87.5,LUX,80.352
515,Luxembourg,Western Europe,8,8,7,7,79.849197877,80.4074445925,81.3492167259,81.10137623,2015,89.3,LUX,81.636
516,Madagascar,Sub-Saharan Africa,136,140,136,136,43.1532327374,43.2384931306,44.7096862492,44.5031741829,1990,34.8,MDG,51.003
517,Madagascar,Sub-Saharan Africa,136,140,136,136,43.1532327374,43.2384931306,44.7096862492,44.5031741829,1995,36.5,MDG,54.616
518,Madagascar,Sub-Saharan Africa,136,140,136,136,43.1532327374,43.2384931306,44.7096862492,44.5031741829,2000,38.7,MDG,58.485
519,Madagascar,Sub-Saharan Africa,136,140,136,136,43.1532327374,43.2384931306,44.7096862492,44.5031741829,2005,41.6,MDG,61.212
520,Madagascar,Sub-Saharan Africa,136,140,136,136,43.1532327374,43.2384931306,44.7096862492,44.5031741829,2010,42.5,MDG,63.388
521,Madagascar,Sub-Saharan Africa,136,140,136,136,43.1532327374,43.2384931306,44.7096862492,44.5031741829,2015,43.7,MDG,65.539
522,Malawi,Sub-Saharan Africa,122,125,131,129,46.1842380627,46.2158854999,46.3161485927,46.5959658312,1990,34.7,MWI,46.096
523,Malawi,Sub-Saharan Africa,122,125,131,129,46.1842380627,46.2158854999,46.3161485927,46.5959658312,1995,35.4,MWI,45.846
524,Malawi,Sub-Saharan Africa,122,125,131,129,46.1842380627,46.2158854999,46.3161485927,46.5959658312,2000,36.5,MWI,45.09
525,Malawi,Sub-Saharan Africa,122,125,131,129,46.1842380627,46.2158854999,46.3161485927,46.5959658312,2005,40.6,MWI,47.844
526,Malawi,Sub-Saharan Africa,122,125,131,129,46.1842380627,46.2158854999,46.3161485927,46.5959658312,2010,44.3,MWI,55.564
527,Malawi,Sub-Saharan Africa,122,125,131,129,46.1842380627,46.2158854999,46.3161485927,46.5959658312,2015,47.0,MWI,61.953
528,Malaysia,Asia-Pacific,46,41,41,42,63.6338530002,65.9461117438,67.7293978467,67.2516936967,1990,54.2,MYS,70.865
529,Malaysia,Asia-Pacific,46,41,41,42,63.6338530002,65.9461117438,67.7293978467,67.2516936967,1995,57.2,MYS,71.834
530,Malaysia,Asia-Pacific,46,41,41,42,63.6338530002,65.9461117438,67.7293978467,67.2516936967,2000,60.3,MYS,72.594
531,Malaysia,Asia-Pacific,46,41,41,42,63.6338530002,65.9461117438,67.7293978467,67.2516936967,2005,63.2,MYS,73.555
532,Malaysia,Asia-Pacific,46,41,41,42,63.6338530002,65.9461117438,67.7293978467,67.2516936967,2010,63.9,MYS,74.493
533,Malaysia,Asia-Pacific,46,41,41,42,63.6338530002,65.9461117438,67.7293978467,67.2516936967,2015,66.6,MYS,75.461
534,Mali,Sub-Saharan Africa,135,145,148,151,43.3834264576,42.6535825981,42.2992782669,41.5746686302,1990,32.7,MLI,45.746
535,Mali,Sub-Saharan Africa,135,145,148,151,43.3834264576,42.6535825981,42.2992782669,41.5746686302,1995,33.8,MLI,46.573
536,Mali,Sub-Saharan Africa,135,145,148,151,43.3834264576,42.6535825981,42.2992782669,41.5746686302,2000,37.7,MLI,48.069
537,Mali,Sub-Saharan Africa,135,145,148,151,43.3834264576,42.6535825981,42.2992782669,41.5746686302,2005,43.5,MLI,52.057
538,Mali,Sub-Saharan Africa,135,145,148,151,43.3834264576,42.6535825981,42.2992782669,41.5746686302,2010,44.4,MLI,55.251
539,Mali,Sub-Saharan Africa,135,145,148,151,43.3834264576,42.6535825981,42.2992782669,41.5746686302,2015,45.6,MLI,57.509
540,Malta,Western Europe,26,24,25,25,72.3299389868,74.360117947,75.1867925782,74.9459957402,1990,74.7,MLT,76.912
541,Malta,Western Europe,26,24,25,25,72.3299389868,74.360117947,75.1867925782,74.9459957402,1995,76.8,MLT,78.154
542,Malta,Western Europe,26,24,25,25,72.3299389868,74.360117947,75.1867925782,74.9459957402,2000,78.9,MLT,79.05
543,Malta,Western Europe,26,24,25,25,72.3299389868,74.360117947,75.1867925782,74.9459957402,2005,81.4,MLT,79.861
544,Malta,Western Europe,26,24,25,25,72.3299389868,74.360117947,75.1867925782,74.9459957402,2010,82.9,MLT,80.868
545,Malta,Western Europe,26,24,25,25,72.3299389868,74.360117947,75.1867925782,74.9459957402,2015,85.1,MLT,81.896
546,Mauritania,Sub-Saharan Africa,147,153,154,153,39.7453141125,39.4860103564,40.9565520496,40.9017318652,1990,37.3,MRT,59.688
547,Mauritania,Sub-Saharan Africa,147,153,154,153,39.7453141125,39.4860103564,40.9565520496,40.9017318652,1995,38.9,MRT,60.426
548,Mauritania,Sub-Saharan Africa,147,153,154,153,39.7453141125,39.4860103564,40.9565520496,40.9017318652,2000,42.9,MRT,60.706
549,Mauritania,Sub-Saharan Africa,147,153,154,153,39.7453141125,39.4860103564,40.9565520496,40.9017318652,2005,46.9,MRT,61.349
550,Mauritania,Sub-Saharan Africa,147,153,154,153,39.7453141125,39.4860103564,40.9565520496,40.9017318652,2010,49.6,MRT,62.527
551,Mauritania,Sub-Saharan Africa,147,153,154,153,39.7453141125,39.4860103564,40.9565520496,40.9017318652,2015,52.0,MRT,63.936
552,Mauritius,Sub-Saharan Africa,43,46,44,45,64.2391166575,65.4031358958,66.6291493452,66.3544565424,1990,53.6,MUS,69.425
553,Mauritius,Sub-Saharan Africa,43,46,44,45,64.2391166575,65.4031358958,66.6291493452,66.3544565424,1995,57.3,MUS,70.339
554,Mauritius,Sub-Saharan Africa,43,46,44,45,64.2391166575,65.4031358958,66.6291493452,66.3544565424,2000,59.8,MUS,71.2
555,Mauritius,Sub-Saharan Africa,43,46,44,45,64.2391166575,65.4031358958,66.6291493452,66.3544565424,2005,61.8,MUS,72.446
556,Mauritius,Sub-Saharan Africa,43,46,44,45,64.2391166575,65.4031358958,66.6291493452,66.3544565424,2010,63.3,MUS,73.46
557,Mauritius,Sub-Saharan Africa,43,46,44,45,64.2391166575,65.4031358958,66.6291493452,66.3544565424,2015,65.7,MUS,74.5
558,Mexico,Latin America and the Caribbean,60,62,69,71,58.2356251271,58.9580722701,59.7116176021,59.1540058281,1990,49.2,MEX,70.866
559,Mexico,Latin America and the Caribbean,60,62,69,71,58.2356251271,58.9580722701,59.7116176021,59.1540058281,1995,54.1,MEX,72.598
560,Mexico,Latin America and the Caribbean,60,62,69,71,58.2356251271,58.9580722701,59.7116176021,59.1540058281,2000,57.4,MEX,74.34
561,Mexico,Latin America and the Caribbean,60,62,69,71,58.2356251271,58.9580722701,59.7116176021,59.1540058281,2005,59.1,MEX,75.3
562,Mexico,Latin America and the Caribbean,60,62,69,71,58.2356251271,58.9580722701,59.7116176021,59.1540058281,2010,60.5,MEX,75.065
563,Mexico,Latin America and the Caribbean,60,62,69,71,58.2356251271,58.9580722701,59.7116176021,59.1540058281,2015,62.6,MEX,74.904
564,Moldova,Eastern Europe,94,80,76,72,52.3631362763,56.5324226522,58.0583567905,58.9681769977,1990,59.6,MDA,67.643
565,Moldova,Eastern Europe,94,80,76,72,52.3631362763,56.5324226522,58.0583567905,58.9681769977,1995,56.0,MDA,66.867
566,Moldova,Eastern Europe,94,80,76,72,52.3631362763,56.5324226522,58.0583567905,58.9681769977,2000,60.8,MDA,67.006
567,Moldova,Eastern Europe,94,80,76,72,52.3631362763,56.5324226522,58.0583567905,58.9681769977,2005,64.8,MDA,67.82
568,Moldova,Eastern Europe,94,80,76,72,52.3631362763,56.5324226522,58.0583567905,58.9681769977,2010,66.8,MDA,69.616
569,Moldova,Eastern Europe,94,80,76,72,52.3631362763,56.5324226522,58.0583567905,58.9681769977,2015,73.1,MDA,71.478
570,Mongolia,Asia-Pacific,99,86,87,87,51.834626622,55.6128042232,56.5286998625,56.5283736822,1990,42.3,MNG,60.268
571,Mongolia,Asia-Pacific,99,86,87,87,51.834626622,55.6128042232,56.5286998625,56.5283736822,1995,42.1,MNG,61.211
572,Mongolia,Asia-Pacific,99,86,87,87,51.834626622,55.6128042232,56.5286998625,56.5283736822,2000,44.7,MNG,62.869
573,Mongolia,Asia-Pacific,99,86,87,87,51.834626622,55.6128042232,56.5286998625,56.5283736822,2005,50.9,MNG,65.103
574,Mongolia,Asia-Pacific,99,86,87,87,51.834626622,55.6128042232,56.5286998625,56.5283736822,2010,54.9,MNG,67.38
575,Mongolia,Asia-Pacific,99,86,87,87,51.834626622,55.6128042232,56.5286998625,56.5283736822,2015,58.5,MNG,69.111
576,Montenegro,Eastern Europe,53,51,51,49,60.787065493,62.0143498952,63.94227646,64.3411633789,1990,70.2,MNE,74.627
577,Montenegro,Eastern Europe,53,51,51,49,60.787065493,62.0143498952,63.94227646,64.3411633789,1995,70.2,MNE,74.099
578,Montenegro,Eastern Europe,53,51,51,49,60.787065493,62.0143498952,63.94227646,64.3411633789,2000,69.9,MNE,73.228
579,Montenegro,Eastern Europe,53,51,51,49,60.787065493,62.0143498952,63.94227646,64.3411633789,2005,74.4,MNE,73.642
580,Montenegro,Eastern Europe,53,51,51,49,60.787065493,62.0143498952,63.94227646,64.3411633789,2010,78.2,MNE,75.151
581,Montenegro,Eastern Europe,53,51,51,49,60.787065493,62.0143498952,63.94227646,64.3411633789,2015,80.7,MNE,76.452
582,Morocco,Middle East and North Africa,101,94,93,91,51.7883926046,54.1163343346,55.607533141,55.9696066204,1990,44.0,MAR,64.732
583,Morocco,Middle East and North Africa,101,94,93,91,51.7883926046,54.1163343346,55.607533141,55.9696066204,1995,47.8,MAR,66.846
584,Morocco,Middle East and North Africa,101,94,93,91,51.7883926046,54.1163343346,55.607533141,55.9696066204,2000,52.6,MAR,68.684
585,Morocco,Middle East and North Africa,101,94,93,91,51.7883926046,54.1163343346,55.607533141,55.9696066204,2005,55.6,MAR,71.746
586,Morocco,Middle East and North Africa,101,94,93,91,51.7883926046,54.1163343346,55.607533141,55.9696066204,2010,58.7,MAR,74.382
587,Morocco,Middle East and North Africa,101,94,93,91,51.7883926046,54.1163343346,55.607533141,55.9696066204,2015,61.3,MAR,75.726
588,Mozambique,Sub-Saharan Africa,139,141,143,146,42.9391488715,43.2148985236,43.0454337097,42.6718997159,1990,33.2,MOZ,45.261
589,Mozambique,Sub-Saharan Africa,139,141,143,146,42.9391488715,43.2148985236,43.0454337097,42.6718997159,1995,35.1,MOZ,47.123
590,Mozambique,Sub-Saharan Africa,139,141,143,146,42.9391488715,43.2148985236,43.0454337097,42.6718997159,2000,36.4,MOZ,48.946
591,Mozambique,Sub-Saharan Africa,139,141,143,146,42.9391488715,43.2148985236,43.0454337097,42.6718997159,2005,39.6,MOZ,50.387
592,Mozambique,Sub-Saharan Africa,139,141,143,146,42.9391488715,43.2148985236,43.0454337097,42.6718997159,2010,40.9,MOZ,52.31
593,Mozambique,Sub-Saharan Africa,139,141,143,146,42.9391488715,43.2148985236,43.0454337097,42.6718997159,2015,43.0,MOZ,57.206
594,Myanmar,Asia-Pacific,153,144,133,133,38.9420689799,42.7716891546,45.4479050908,45.6222246581,1990,29.7,MMR,56.849
595,Myanmar,Asia-Pacific,153,144,133,133,38.9420689799,42.7716891546,45.4479050908,45.6222246581,1995,31.6,MMR,58.46
596,Myanmar,Asia-Pacific,153,144,133,133,38.9420689799,42.7716891546,45.4479050908,45.6222246581,2000,34.7,MMR,60.063
597,Myanmar,Asia-Pacific,153,144,133,133,38.9420689799,42.7716891546,45.4479050908,45.6222246581,2005,39.5,MMR,61.607
598,Myanmar,Asia-Pacific,153,144,133,133,38.9420689799,42.7716891546,45.4479050908,45.6222246581,2010,44.4,MMR,63.525
599,Myanmar,Asia-Pacific,153,144,133,133,38.9420689799,42.7716891546,45.4479050908,45.6222246581,2015,48.4,MMR,65.81
600,Namibia,Sub-Saharan Africa,83,89,91,92,54.7600724115,55.0198571301,55.9913398766,55.8660926174,1990,41.8,NAM,61.608
601,Namibia,Sub-Saharan Africa,83,89,91,92,54.7600724115,55.0198571301,55.9913398766,55.8660926174,1995,41.9,NAM,58.479
602,Namibia,Sub-Saharan Africa,83,89,91,92,54.7600724115,55.0198571301,55.9913398766,55.8660926174,2000,39.9,NAM,52.192
603,Namibia,Sub-Saharan Africa,83,89,91,92,54.7600724115,55.0198571301,55.9913398766,55.8660926174,2005,43.5,NAM,50.931
604,Namibia,Sub-Saharan Africa,83,89,91,92,54.7600724115,55.0198571301,55.9913398766,55.8660926174,2010,50.4,NAM,56.665
605,Namibia,Sub-Saharan Africa,83,89,91,92,54.7600724115,55.0198571301,55.9913398766,55.8660926174,2015,53.7,NAM,62.119
606,Nepal,Asia-Pacific,129,116,114,114,43.9953233822,48.3344007115,50.1615268473,50.216979545,1990,34.0,NPL,54.404
