Country Code,Country Name,Year,GDP (US$),Population (number),HDI
KEN,Kenya,2019,1.00379713697E11,5.2573967E7,0.581
KEN,Kenya,2020,1.00666542666E11,5.37713E7,0.578
KGZ,Kyrgyz Republic,2010,4.794357795E9,5447900.0,
KGZ,Kyrgyz Republic,2015,6.67817834E9,5956900.0,
KGZ,Kyrgyz Republic,2019,8.871026074E9,6456200.0,
KGZ,Kyrgyz Republic,2020,7.780874537E9,6579900.0,
KHM,Cambodia,2010,1.1242275199E10,1.4312205E7,0.54
KHM,Cambodia,2015,1.8049954289E10,1.5521435E7,0.574
KHM,Cambodia,2019,2.7089389787E10,1.6486542E7,0.598
KHM,Cambodia,2020,2.5872798012E10,1.6718971E7,0.596
KIR,Kiribati,2010,1.55299728E8,102930.0,0.589
KIR,Kiribati,2015,1.70291002E8,110927.0,0.622
KIR,Kiribati,2019,1.77935349E8,117608.0,0.63
KIR,Kiribati,2020,1.80911844E8,119446.0,0.623
KNA,St. Kitts And Nevis,2010,7.78718111E8,49011.0,
KNA,St. Kitts And Nevis,2015,9.58407222E8,51204.0,
KNA,St. Kitts And Nevis,2019,1.164877852E9,52834.0,
KNA,St. Kitts And Nevis,2020,9.80905889E8,53192.0,
PRK,Korea,2010,,24548840,
PRK,Korea,2015,,25183832,
PRK,Korea,2019,,25666158,
PRK,Korea,2020,,25778815,
KWT,Kuwait,2010,1.1541939986E11,2991884.0,0.813
KWT,Kuwait,2015,1.14567298106E11,3835588.0,0.83
KWT,Kuwait,2019,1.36196760181E11,4207077.0,0.839
KWT,Kuwait,2020,1.05960225688E11,4270563.0,0.822
LAC,Latin America & Caribbean (excluding High Income),2010,4.51323841040775E12,5.31056827E8,
LAC,Latin America & Caribbean (excluding High Income),2015,4.59901346001328E12,5.6064992E8,
LAC,Latin America & Caribbean (excluding High Income),2019,4.77883689407421E12,5.85257302E8,
LAC,Latin America & Caribbean (excluding High Income),2020,3.99794409200699E12,5.90928198E8,
LBN,Lebanon,2010,3.8443907042E10,4953064.0,0.77
LBN,Lebanon,2015,4.9929337837E10,6532681.0,0.746
LBN,Lebanon,2019,5.1605959131E10,6855709.0,0.745
LBN,Lebanon,2020,2.5948915861E10,6825442.0,0.726
LBR,Liberia,2010,1.998E9,3891357.0,0.46
LBR,Liberia,2015,3.2270757E9,4472229.0,0.473
LBR,Liberia,2019,3.3195965E9,4937374.0,0.484
LBR,Liberia,2020,3.03998254E9,5057677.0,0.48
LBY,Libya,2010,7.5380170508E10,6197667.0,0.739
LBY,Libya,2015,4.871785404E10,6418315.0,0.699
LBY,Libya,2019,6.9252306372E10,6777453.0,0.722
LBY,Libya,2020,5.2320215472E10,6871287.0,0.703
LCA,St. Lucia,2010,1.486758037E9,174092.0,
LCA,St. Lucia,2015,1.808079889E9,179131.0,
LCA,St. Lucia,2019,2.118791548E9,182795.0,
LCA,St. Lucia,2020,1.616772748E9,183629.0,
LCN,Latin America & Caribbean,2010,5.34711505255675E12,5.8993253E8,
LCN,Latin America & Caribbean,2015,5.36984165981245E12,6.22301041E8,
LCN,Latin America & Caribbean,2019,5.62360684140031E12,6.46431661E8,
LCN,Latin America & Caribbean,2020,4.74315443420972E12,6.5236526E8,
LIE,Liechtenstein,2010,5.082366478E9,35996.0,0.913
LIE,Liechtenstein,2015,6.268391521E9,37465.0,0.924
LIE,Liechtenstein,2019,6.427248943E9,38020.0,0.94
LIE,Liechtenstein,2020,,38137.0,0.933
LKA,Sri Lanka,2010,5.6725749222E10,2.0261738E7,0.737
LKA,Sri Lanka,2015,8.0604080689E10,2.097E7,0.764
LKA,Sri Lanka,2019,8.3902574443E10,2.1803E7,0.778
LKA,Sri Lanka,2020,8.0969683537E10,2.1919E7,0.78
LSO,Lesotho,2010,2.234731974E9,1995575.0,0.467
LSO,Lesotho,2015,2.359759799E9,2059011.0,0.503
LSO,Lesotho,2019,2.451257579E9,2125267.0,0.524
LSO,Lesotho,2020,2.250717718E9,2142252.0,0.521
LTU,Lithuania,2010,3.7128694028E10,3097282.0,0.842
LTU,Lithuania,2015,4.143553334E10,2904910.0,0.862
LTU,Lithuania,2019,5.4697379017E10,2794137.0,0.884
LTU,Lithuania,2020,5.6546957475E10,2794885.0,0.879
LUX,Luxembourg,2010,5.6213985987E10,506953.0,0.912
LUX,Luxembourg,2015,6.0071584216E10,569604.0,0.915
LUX,Luxembourg,2019,7.0195715496E10,620001.0,0.927
LUX,Luxembourg,2020,7.3353132794E10,630419.0,0.924
LVA,Latvia,2010,2.3956163077E10,2097555.0,0.824
LVA,Latvia,2015,2.7263090547E10,1977527.0,0.85
LVA,Latvia,2019,3.4308783825E10,1913822.0,0.871
LVA,Latvia,2020,3.3645460617E10,1900449.0,0.871
MAF,St. Martin (french Part),2010,,37582.0,
MAF,St. Martin (french Part),2015,,35865.0,
MAF,St. Martin (french Part),2019,,38002.0,
MAF,St. Martin (french Part),2020,,38659.0,
MAR,Morocco,2010,9.3216746662E10,3.2343384E7,0.603
MAR,Morocco,2015,1.01179808076E11,3.4663608E7,0.654
MAR,Morocco,2019,1.19870439114E11,3.6471766E7,0.682
MAR,Morocco,2020,1.14725065285E11,3.6910558E7,0.679
MCO,Monaco,2010,5.367625613E9,35609.0,
MCO,Monaco,2015,6.261622101E9,37723.0,
MCO,Monaco,2019,7.383745662E9,38967.0,
MCO,Monaco,2020,6.816219303E9,39244.0,
MDA,Moldova,2010,6.974982393E9,2861487.0,
MDA,Moldova,2015,7.745241913E9,2834530.0,
MDA,Moldova,2019,1.1971345003E10,2664974.0,
MDA,Moldova,2020,1.1859730544E10,2620495.0,
MDG,Madagascar,2010,9.982711338E9,2.115164E7,0.492
MDG,Madagascar,2015,1.1323020829E10,2.423408E7,0.504
MDG,Madagascar,2019,1.4191911512E10,2.6969306E7,0.51
MDG,Madagascar,2020,1.3225591804E10,2.7691019E7,0.501
MDV,Maldives,2010,2.588176055E9,365730.0,0.688
MDV,Maldives,2015,4.1094248E9,454914.0,0.736
MDV,Maldives,2019,5.607762625E9,530957.0,0.755
MDV,Maldives,2020,3.742769967E9,540542.0,0.734
MEA,Middle East & North Africa,2010,2.97306485662078E12,3.85917928E8,
MEA,Middle East & North Africa,2015,3.14063346417865E12,4.25821771E8,
MEA,Middle East & North Africa,2019,3.46521735018681E12,4.56709496E8,
MEA,Middle East & North Africa,2020,3.10689991558777E12,4.6454237E8,
MEX,Mexico,2010,1.05780129558405E12,1.14092961E8,0.746
MEX,Mexico,2015,1.17186760819772E12,1.21858251E8,0.768
MEX,Mexico,2019,1.2694042767707E12,1.27575529E8,0.779
MEX,Mexico,2020,1.08711778307331E12,1.28932753E8,0.756
MHL,Marshall Islands,2010,1.604071E8,56361.0,
MHL,Marshall Islands,2015,1.838143E8,57444.0,0.638
MHL,Marshall Islands,2019,2.394622E8,58791.0,0.64
MHL,Marshall Islands,2020,2.444624E8,59194.0,0.639
MKD,North Macedonia,2010,9.407168702E9,2055004.0,0.738
MKD,North Macedonia,2015,1.0064515432E10,2070226.0,0.762
MKD,North Macedonia,2019,1.2606338449E10,2076694.0,0.784
MKD,North Macedonia,2020,1.2116981815E10,2072531.0,0.774
MLI,Mali,2010,1.0689168011E10,1.5049352E7,0.404
MLI,Mali,2015,1.3104764379E10,1.7438772E7,0.416
MLI,Mali,2019,1.7280250805E10,1.9658023E7,0.433
MLI,Mali,2020,1.7465392779E10,2.0250834E7,0.427
MLT,Malta,2010,9.035932122E9,414508.0,0.861
MLT,Malta,2015,1.1091434484E10,445053.0,0.889
MLT,Malta,2019,1.5719500921E10,504062.0,0.915
MLT,Malta,2020,1.4917038504E10,515332.0,0.911
MMR,Myanmar,2010,3.7796052939E10,5.0600827E7,0.51
MMR,Myanmar,2015,6.3045305229E10,5.2680724E7,0.562
MMR,Myanmar,2019,6.8697759361E10,5.4045422E7,0.598
MMR,Myanmar,2020,7.8930257227E10,5.4409794E7,0.6
MNA,Middle East & North Africa (excluding High Income),2010,1.58013107409467E12,3.32777842E8,
MNA,Middle East & North Africa (excluding High Income),2015,1.4309903823849E12,3.63975556E8,
MNA,Middle East & North Africa (excluding High Income),2019,1.39198294048958E12,3.89457075E8,
MNA,Middle East & North Africa (excluding High Income),2020,1.26384040568541E12,3.96147843E8,
MNE,Montenegro,2010,4.143033276E9,619428.0,0.808
MNE,Montenegro,2015,4.054728173E9,622159.0,0.822
MNE,Montenegro,2019,5.542201151E9,622028.0,0.837
MNE,Montenegro,2020,4.780722122E9,621306.0,0.826
MNG,Mongolia,2010,7.189481824E9,2719902.0,0.701
MNG,Mongolia,2015,1.1619892396E10,2998433.0,0.732
MNG,Mongolia,2019,1.4206359007E10,3225166.0,0.746
MNG,Mongolia,2020,1.3312981595E10,3278292.0,0.745
MNP,Northern Mariana Islands,2010,7.99E8,53971.0,
MNP,Northern Mariana Islands,2015,9.1E8,55779.0,
MNP,Northern Mariana Islands,2019,1.182E9,57213.0,
MNP,Northern Mariana Islands,2020,,57557.0,
MOZ,Mozambique,2010,1.1104649065E10,2.3531567E7,0.402
MOZ,Mozambique,2015,1.5950979333E10,2.7042001E7,0.44
MOZ,Mozambique,2019,1.539003104E10,3.0366043E7,0.456
MOZ,Mozambique,2020,1.4028811072E10,3.1255435E7,0.453
MRT,Mauritania,2010,5.628878866E9,3494200.0,0.51
MRT,Mauritania,2015,6.16686396E9,4046304.0,0.544
MRT,Mauritania,2019,7.889655284E9,4525698.0,0.563
MRT,Mauritania,2020,7.915985514E9,4649660.0,0.556
MUS,Mauritius,2010,1.000367069E10,1250400.0,0.755
MUS,Mauritius,2015,1.1692287066E10,1262605.0,0.795
MUS,Mauritius,2019,1.4045808843E10,1265711.0,0.817
MUS,Mauritius,2020,1.0926820603E10,1265740.0,0.804
MWI,Malawi,2010,6.959655571E9,1.4539609E7,0.456
MWI,Malawi,2015,6.373212641E9,1.6745305E7,0.491
MWI,Malawi,2019,1.1025370769E10,1.8628749E7,0.519
MWI,Malawi,2020,1.217212847E10,1.9129955E7,0.516
MYS,Malaysia,2010,2.55016609233E11,2.8208028E7,0.769
MYS,Malaysia,2015,3.01354803994E11,3.0270965E7,0.797
MYS,Malaysia,2019,3.65276379481E11,3.1949789E7,0.81
MYS,Malaysia,2020,3.3700602379E11,3.2365998E7,0.806
NAC,North America,2010,1.66729423374863E13,3.43397156E8,
NAC,North America,2015,1.97691840982171E13,3.56507139E8,
NAC,North America,2019,2.31220109474823E13,3.65995094E8,
NAC,North America,2020,2.25460489025684E13,3.69602177E8,
NAM,Namibia,2010,1.1431334447E10,2118877.0,0.585
NAM,Namibia,2015,1.1335179562E10,2314901.0,0.628
NAM,Namibia,2019,1.2543203411E10,2494524.0,0.639
NAM,Namibia,2020,1.0562637376E10,2540916.0,0.633
NCL,New Caledonia,2010,9.364347372E9,249750.0,
NCL,New Caledonia,2015,8.738205837E9,268700.0,
NCL,New Caledonia,2019,9.438130987E9,271300.0,
NCL,New Caledonia,2020,9.435529927E9,271960.0,
NER,Niger,2010,7.851191899E9,1.6464025E7,0.338
NER,Niger,2015,9.683867894E9,2.0001663E7,0.376
NER,Niger,2019,1.2916455161E10,2.3310719E7,0.406
NER,Niger,2020,1.374137845E10,2.4206636E7,0.401
NGA,Nigeria,2010,3.61456622216E11,1.58503203E8,0.482
NGA,Nigeria,2015,4.86803295098E11,1.81137454E8,0.516
NGA,Nigeria,2019,4.48120428859E11,2.00963603E8,0.538
NGA,Nigeria,2020,4.32293776262E11,2.06139587E8,0.535
NIC,Nicaragua,2010,8.758639096E9,5824058.0,0.614
NIC,Nicaragua,2015,1.2756706583E10,6223234.0,0.647
NIC,Nicaragua,2019,1.2596636042E10,6545503.0,0.664
NIC,Nicaragua,2020,1.2586941393E10,6624554.0,0.654
NLD,Netherlands,2010,8.47380859017E11,1.6615394E7,0.917
NLD,Netherlands,2015,7.65572770634E11,1.6939923E7,0.932
NLD,Netherlands,2019,9.10194347569E11,1.7344874E7,0.943
NLD,Netherlands,2020,9.1386539579E11,1.74415E7,0.939
NOR,Norway,2010,4.28757038467E11,4889252.0,0.941
NOR,Norway,2015,3.85801550067E11,5188607.0,0.953
NOR,Norway,2019,4.04941363636E11,5347896.0,0.961
NOR,Norway,2020,3.62198318435E11,5379475.0,0.959
NPL,Nepal,2010,1.6002656434E10,2.7013207E7,0.543
NPL,Nepal,2015,2.4360795411E10,2.7015033E7,0.579
NPL,Nepal,2019,3.4186190996E10,2.8608715E7,0.611
NPL,Nepal,2020,3.3433670512E10,2.9136808E7,0.604
NRU,Nauru,2010,4.756452E7,10009.0,
NRU,Nauru,2015,8.6529661E7,10374.0,
NRU,Nauru,2019,1.18724074E8,10764.0,
NRU,Nauru,2020,1.14626626E8,10834.0,
NZL,New Zealand,2010,1.46517541181E11,4350700.0,0.922
NZL,New Zealand,2015,1.78064471138E11,4609400.0,0.931
NZL,New Zealand,2019,2.13434571358E11,4979200.0,0.937
NZL,New Zealand,2020,2.11734532308E11,5090200.0,0.936
OMN,Oman,2010,6.4993498049E10,3041435.0,0.788
OMN,Oman,2015,7.8710793238E10,4267341.0,0.823
OMN,Oman,2019,8.8060858257E10,4974992.0,0.839
OMN,Oman,2020,7.3971391417E10,5106622.0,0.827
PAK,Pakistan,2010,1.77165635077E11,1.79424643E8,0.505
PAK,Pakistan,2015,2.70556131701E11,1.99426953E8,0.534
PAK,Pakistan,2019,3.2090948923E11,2.16565317E8,0.546
PAK,Pakistan,2020,3.00306331698E11,2.20892331E8,0.543
PAN,Panama,2010,2.94402876E10,3642691.0,0.773
PAN,Panama,2015,5.40917138E10,3968490.0,0.8
PAN,Panama,2019,6.69844272E10,4246440.0,0.817
PAN,Panama,2020,5.3977037E10,4314768.0,0.801
PER,Peru,2010,1.47528937029E11,2.902768E7,0.725
PER,Peru,2015,1.89805300842E11,3.0470739E7,0.759
PER,Peru,2019,2.28323495041E11,3.2510462E7,0.78
PER,Peru,2020,2.01705055939E11,3.2971846E7,0.762
PHL,Philippines,2010,2.08368726861E11,9.3966784E7,0.674
PHL,Philippines,2015,3.06446140629E11,1.02113206E8,0.698
PHL,Philippines,2019,3.76823278561E11,1.08116622E8,0.718
PHL,Philippines,2020,3.61751116293E11,1.09581085E8,0.71
PLW,Palau,2010,1.85943E8,17954.0,0.773
PLW,Palau,2015,2.804577E8,17665.0,0.78
PLW,Palau,2019,2.742E8,18001.0,0.776
PLW,Palau,2020,2.577E8,18092.0,0.773
PNG,Papua New Guinea,2010,1.4250755231E10,7310512.0,0.499
PNG,Papua New Guinea,2015,2.1723531173E10,8107772.0,0.541
PNG,Papua New Guinea,2019,2.4751344561E10,8776119.0,0.56
PNG,Papua New Guinea,2020,2.4667052023E10,8947027.0,0.56
POL,Poland,2010,4.7983417902E11,3.8042794E7,0.841
POL,Poland,2015,4.77811911394E11,3.7986412E7,0.868
POL,Poland,2019,5.97280564672E11,3.7965475E7,0.881
POL,Poland,2020,5.9662435572E11,3.789907E7,0.876
PRI,Puerto Rico,2010,9.83813E10,3721525.0,
PRI,Puerto Rico,2015,1.03376E11,3473232.0,
PRI,Puerto Rico,2019,1.04915E11,3193694.0,
PRI,Puerto Rico,2020,1.03138E11,3281538.0,
KOR,Korea,2010,1.14406696532449E12,49554112,
KOR,Korea,2015,1.46577324554715E12,51014947,
KOR,Korea,2019,1.65142293244777E12,51764822,
KOR,Korea,2020,1.6378958027929E12,51836239,
PRT,Portugal,2010,2.38113003233E11,1.05731E7,0.829
PRT,Portugal,2015,1.99394066525E11,1.0358076E7,0.85
PRT,Portugal,2019,2.39986922639E11,1.0286263E7,0.867
PRT,Portugal,2020,2.28539245045E11,1.0297081E7,0.863
PRY,Paraguay,2010,2.7129301212E10,6248017.0,0.685
PRY,Paraguay,2015,3.6211372703E10,6688746.0,0.723
PRY,Paraguay,2019,3.7925338329E10,7044639.0,0.732
PRY,Paraguay,2020,3.5432178068E10,7132530.0,0.73
PSS,Pacific Island Small States,2010,6.566253871E9,2214509.0,
PSS,Pacific Island Small States,2015,9.020208144E9,2353578.0,
PSS,Pacific Island Small States,2019,1.0644265612E10,2491878.0,
PSS,Pacific Island Small States,2020,9.573379122E9,2528958.0,
PYF,French Polynesia,2010,,266449.0,
PYF,French Polynesia,2015,5.325848045E9,273119.0,
PYF,French Polynesia,2019,6.008055248E9,279285.0,
PYF,French Polynesia,2020,5.669368717E9,280904.0,
QAT,Qatar,2010,1.25122306346E11,1856329.0,0.834
QAT,Qatar,2015,1.61739955578E11,2565708.0,0.846
QAT,Qatar,2019,1.75837550996E11,2832071.0,0.859
QAT,Qatar,2020,1.44411363345E11,2881060.0,0.854
ROU,Romania,2010,1.66309355235E11,2.0246871E7,0.807
ROU,Romania,2015,1.77729210875E11,1.9815616E7,0.813
ROU,Romania,2019,2.49881592298E11,1.9371648E7,0.832
ROU,Romania,2020,2.49511333648E11,1.925752E7,0.824
RUS,Russian Federation,2010,1.52491746844201E12,1.42849468E8,0.796
RUS,Russian Federation,2015,1.36348106344677E12,1.4409687E8,0.824
RUS,Russian Federation,2019,1.69311390426289E12,1.44406261E8,0.845
RUS,Russian Federation,2020,1.48832187548974E12,1.44073139E8,0.83
RWA,Rwanda,2010,6.121529488E9,1.0039338E7,0.489
RWA,Rwanda,2015,8.53942491E9,1.1369066E7,0.515
RWA,Rwanda,2019,1.0356327149E10,1.2626938E7,0.534
RWA,Rwanda,2020,1.0184345442E10,1.2952209E7,0.532
SAS,South Asia,2010,2.06078129976788E12,1.638792927E9,
SAS,South Asia,2015,2.69943473508694E12,1.749417067E9,
SAS,South Asia,2019,3.64873178616825E12,1.835776769E9,
SAS,South Asia,2020,3.48247411584058E12,1.856882402E9,
SAU,Saudi Arabia,2010,5.2820733265E11,2.7421468E7,0.816
SAU,Saudi Arabia,2015,6.54269739552E11,3.1717676E7,0.859
SAU,Saudi Arabia,2019,8.03616264791E11,3.4268529E7,0.873
SAU,Saudi Arabia,2020,7.03367841223E11,3.4813867E7,0.87
SDN,Sudan,2010,7.41511866E10,3.4545014E7,0.486
SDN,Sudan,2015,8.4985132167E10,3.8902948E7,0.508
SDN,Sudan,2019,3.2338079165E10,4.2813237E7,0.514
SDN,Sudan,2020,2.6987563444E10,4.3849269E7,0.51
SEN,Senegal,2010,1.6121314671E10,1.2678143E7,0.468
SEN,Senegal,2015,1.7774766636E10,1.457845E7,0.505
SEN,Senegal,2019,2.3398811424E10,1.6296362E7,0.513
SEN,Senegal,2020,2.4493157583E10,1.674393E7,0.513
SGP,Singapore,2010,2.39809387605E11,5076732.0,0.91
SGP,Singapore,2015,3.08004146058E11,5535002.0,0.93
SGP,Singapore,2019,3.75472731271E11,5703569.0,0.943
SGP,Singapore,2020,3.45295933899E11,5685807.0,0.939
SLB,Solomon Islands,2010,8.46767636E8,527861.0,0.55
SLB,Solomon Islands,2015,1.307082934E9,603133.0,0.559
SLB,Solomon Islands,2019,1.570093229E9,669821.0,0.567
SLB,Solomon Islands,2020,1.545888426E9,686878.0,0.565
SLE,Sierra Leone,2010,2.578026297E9,6415636.0,0.427
SLE,Sierra Leone,2015,4.218723875E9,7171909.0,0.453
SLE,Sierra Leone,2019,4.076578543E9,7813207.0,0.48
SLE,Sierra Leone,2020,4.06328945E9,7976985.0,0.475
SLV,El Salvador,2010,1.844792E10,6183877.0,0.659
SLV,El Salvador,2015,2.343824E10,6325121.0,0.668
SLV,El Salvador,2019,2.689666E10,6453550.0,0.683
SLV,El Salvador,2020,2.463872E10,6486201.0,0.672
SMR,San Marino,2010,1.881214371E9,31221.0,
SMR,San Marino,2015,1.419394763E9,33270.0,
SMR,San Marino,2019,1.616231696E9,33864.0,0.862
SMR,San Marino,2020,1.544713785E9,33938.0,0.845
SOM,Somalia,2010,,1.2043886E7,
SOM,Somalia,2015,5.331761394E9,1.3797204E7,
SOM,Somalia,2019,6.476674592E9,1.5442906E7,
SOM,Somalia,2020,6.965285325E9,1.5893219E7,
SRB,Serbia,2010,4.1819468692E10,7291436.0,0.767
SRB,Serbia,2015,3.9655958843E10,7095383.0,0.794
SRB,Serbia,2019,5.1514222382E10,6945235.0,0.811
SRB,Serbia,2020,5.3335016425E10,6899126.0,0.804
SSA,Sub-saharan Africa (excluding High Income),2010,1.4507837195834E12,8.68935345E8,
SSA,Sub-saharan Africa (excluding High Income),2015,1.68357101174569E12,9.95365079E8,
SSA,Sub-saharan Africa (excluding High Income),2019,1.79039285944662E12,1.106860245E9,
SSA,Sub-saharan Africa (excluding High Income),2020,1.70489103406733E12,1.135948313E9,
SSD,South Sudan,2010,1.4602072411E10,9508372.0,0.43
SSD,South Sudan,2015,1.199780076E10,1.0715657E7,0.412
SSD,South Sudan,2019,,1.1062114E7,0.393
SSD,South Sudan,2020,,1.1193729E7,0.386
SSF,Sub-saharan Africa,2010,1.45175E12,8.69025115E8,
SSF,Sub-saharan Africa,2015,1.68498701040875E12,9.95458498E8,
SSF,Sub-saharan Africa,2019,1.7920770879753E12,1.10695787E9,
SSF,Sub-saharan Africa,2020,1.70609166855667E12,1.136046775E9,
STP,Sao Tome And Principe,2010,1.96652514E8,180372.0,0.554
STP,Sao Tome And Principe,2015,3.16066072E8,199439.0,0.596
STP,Sao Tome And Principe,2019,4.2742504E8,215048.0,0.622
STP,Sao Tome And Principe,2020,4.7291447E8,219161.0,0.619
SUR,Suriname,2010,4.368398048E9,529126.0,0.723
SUR,Suriname,2015,5.126291451E9,559136.0,0.744
SUR,Suriname,2019,3.984483762E9,581363.0,0.755
SUR,Suriname,2020,2.884248048E9,586634.0,0.743
SVK,Slovak Republic,2010,9.0801178162E10,5391428.0,
SVK,Slovak Republic,2015,8.8636928905E10,5423801.0,
SVK,Slovak Republic,2019,1.05284375641E11,5454147.0,
SVK,Slovak Republic,2020,1.05172564492E11,5458827.0,
SVN,Slovenia,2010,4.8208240226E10,2048583.0,0.89
SVN,Slovenia,2015,4.3107506024E10,2063531.0,0.903
SVN,Slovenia,2019,5.4178877606E10,2088385.0,0.921
SVN,Slovenia,2020,5.3589609581E10,2102419.0,0.913
SWE,Sweden,2010,4.95812558843E11,9378126.0,0.91
SWE,Sweden,2015,5.0510378135E11,9799186.0,0.937
SWE,Sweden,2019,5.33879529188E11,1.0278887E7,0.947
SWE,Sweden,2020,5.41487151475E11,1.0353442E7,0.942
SWZ,Eswatini,2010,4.438778424E9,1064841.0,
SWZ,Eswatini,2015,4.063245671E9,1104038.0,
SWZ,Eswatini,2019,4.466066557E9,1148133.0,
SWZ,Eswatini,2020,3.98484058E9,1160164.0,
SXM,Sint Maarten (dutch Part),2010,,34056.0,
SXM,Sint Maarten (dutch Part),2015,1.253072626E9,38825.0,
SXM,Sint Maarten (dutch Part),2019,,41608.0,
SXM,Sint Maarten (dutch Part),2020,,42310.0,
SYC,Seychelles,2010,9.6994001E8,89770.0,0.776
SYC,Seychelles,2015,1.415998663E9,93419.0,0.796
SYC,Seychelles,2019,1.684228529E9,97625.0,0.802
SYC,Seychelles,2020,1.200634489E9,98462.0,0.793
SYR,Syrian Arab Republic,2010,2.52518218263E11,2.1362541E7,0.66
SYR,Syrian Arab Republic,2015,1.7622064892E10,1.7997411E7,0.556
SYR,Syrian Arab Republic,2019,,1.7070132E7,0.584
SYR,Syrian Arab Republic,2020,,1.7500657E7,0.577
TCA,Turks And Caicos Islands,2010,6.8678781E8,32658.0,
TCA,Turks And Caicos Islands,2015,9.4207E8,35979.0,
TCA,Turks And Caicos Islands,2019,1.197415E9,38194.0,
TCA,Turks And Caicos Islands,2020,9.24583E8,38718.0,
TCD,Chad,2010,1.0668102735E10,1.1952134E7,0.362
TCD,Chad,2015,1.095039222E10,1.4110971E7,0.389
TCD,Chad,2019,1.1314951343E10,1.5946882E7,0.403
TCD,Chad,2020,1.0715396135E10,1.6425859E7,0.397
TEA,East Asia & Pacific (ida & Ibrd Countries),2010,7.87900546519884E12,1.941377365E9,
TEA,East Asia & Pacific (ida & Ibrd Countries),2015,1.33102416150143E13,2.021618425E9,
TEA,East Asia & Pacific (ida & Ibrd Countries),2019,1.71817870221582E13,2.07801237E9,
TEA,East Asia & Pacific (ida & Ibrd Countries),2020,1.74612847217615E13,2.088186305E9,
TEC,Europe & Central Asia (ida & Ibrd Countries),2010,3.65963221300388E12,4.40398383E8,
TEC,Europe & Central Asia (ida & Ibrd Countries),2015,3.6271083767924E12,4.52263661E8,
TEC,Europe & Central Asia (ida & Ibrd Countries),2019,4.15911394515709E12,4.60788476E8,
TEC,Europe & Central Asia (ida & Ibrd Countries),2020,3.88482650088103E12,4.62100263E8,
TGO,Togo,2010,3.429461495E9,6421674.0,0.477
TGO,Togo,2015,4.180866177E9,7323162.0,0.514
TGO,Togo,2019,7.220395248E9,8082359.0,0.535
TGO,Togo,2020,7.574636979E9,8278737.0,0.535
THA,Thailand,2010,3.41104820155E11,6.7195032E7,0.737
THA,Thailand,2015,4.01296437425E11,6.8714519E7,0.781
THA,Thailand,2019,5.44081056185E11,6.9625581E7,0.804
THA,Thailand,2020,4.99681757031E11,6.9799978E7,0.802
TJK,Tajikistan,2010,5.64217858E9,7527397.0,0.636
TJK,Tajikistan,2015,8.271454301E9,8454019.0,0.657
TJK,Tajikistan,2019,8.300784857E9,9321023.0,0.676
TJK,Tajikistan,2020,8.133996648E9,9537642.0,0.664
TKM,Turkmenistan,2010,2.2583157895E10,5087211.0,0.711
TKM,Turkmenistan,2015,3.5799714286E10,5565283.0,0.74
TKM,Turkmenistan,2019,4.5231428571E10,5942094.0,0.742
TKM,Turkmenistan,2020,,6031187.0,0.741
TLA,Latin America & The Caribbean (ida & Ibrd Countries),2010,5.15778335773119E12,5.73800616E8,
TLA,Latin America & The Caribbean (ida & Ibrd Countries),2015,5.14156544129519E12,6.06271936E8,
TLA,Latin America & The Caribbean (ida & Ibrd Countries),2019,5.37262325571685E12,6.30644771E8,
TLA,Latin America & The Caribbean (ida & Ibrd Countries),2020,4.49521514599585E12,6.3649284E8,
TLS,Timor-leste,2010,8.818278E8,1093517.0,0.619
TLS,Timor-leste,2015,1.5944109E9,1196294.0,0.614
TLS,Timor-leste,2019,2.0479317E9,1293120.0,0.614
TLS,Timor-leste,2020,1.9021568E9,1318442.0,0.614
TMN,Middle East & North Africa (ida & Ibrd Countries),2010,1.57044957409467E12,3.28991681E8,
TMN,Middle East & North Africa (ida & Ibrd Countries),2015,1.4170179823849E12,3.59705464E8,
TMN,Middle East & North Africa (ida & Ibrd Countries),2019,1.37484944048958E12,3.84771769E8,
TMN,Middle East & North Africa (ida & Ibrd Countries),2020,1.24830912345761E12,3.91344574E8,
TON,Tonga,2010,3.66840012E8,103981.0,0.713
TON,Tonga,2015,4.37006227E8,100780.0,0.73
TON,Tonga,2019,5.12350059E8,104497.0,0.744
TON,Tonga,2020,4.88829964E8,105697.0,0.745
TSA,South Asia (ida & Ibrd),2010,2.06078129976788E12,1.638792927E9,
TSA,South Asia (ida & Ibrd),2015,2.69943473508694E12,1.749417067E9,
TSA,South Asia (ida & Ibrd),2019,3.64873178616825E12,1.835776769E9,
TSA,South Asia (ida & Ibrd),2020,3.48247411584058E12,1.856882402E9,
TSS,Sub-saharan Africa (ida & Ibrd Countries),2010,1.45175E12,8.69025115E8,
TSS,Sub-saharan Africa (ida & Ibrd Countries),2015,1.68498701040875E12,9.95458498E8,
TSS,Sub-saharan Africa (ida & Ibrd Countries),2019,1.7920770879753E12,1.10695787E9,
TSS,Sub-saharan Africa (ida & Ibrd Countries),2020,1.70609166855667E12,1.136046775E9,
TTO,Trinidad And Tobago,2010,2.2157948396E10,1328144.0,0.79
TTO,Trinidad And Tobago,2015,2.519155135E10,1370332.0,0.816
TTO,Trinidad And Tobago,2019,2.3886216403E10,1394969.0,0.821
TTO,Trinidad And Tobago,2020,2.1392536138E10,1399491.0,0.818
